drug_name	ind_name	ind_id	NCT	status	phase	DetailedStatus	DrugCUI	DrugString
Gemcitabine	Mantle cell lymphoma recurrent	C0677725	NCT00060112	Terminated	Phase 1	Administratively complete.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Gemcitabine	Marginal zone lymphoma recurrent	C1541273	NCT00060112	Terminated	Phase 1	Administratively complete.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Gemcitabine	B-cell small lymphocytic lymphoma recurrent	C0855096	NCT00060112	Terminated	Phase 1	Administratively complete.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Gemcitabine	Splenic Marginal Zone B-Cell Lymphoma	C0349632	NCT00060112	Terminated	Phase 1	Administratively complete.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Gemcitabine	stage IV adult Burkitt's lymphoma	C0280179	NCT00060112	Terminated	Phase 1	Administratively complete.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Gemcitabine	stage IV adult diffuse large cell lymphoma	C0280175	NCT00060112	Terminated	Phase 1	Administratively complete.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Gemcitabine	stage IV adult diffuse mixed cell lymphoma	C0280174	NCT00060112	Terminated	Phase 1	Administratively complete.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Gemcitabine	stage IV grade 1 follicular lymphoma	C0280169	NCT00060112	Terminated	Phase 1	Administratively complete.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Gemcitabine	stage IV grade 2 follicular lymphoma	C0280170	NCT00060112	Terminated	Phase 1	Administratively complete.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Gemcitabine	stage IV grade 3 follicular lymphoma	C0280172	NCT00060112	Terminated	Phase 1	Administratively complete.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Gemcitabine	Mantle cell lymphoma stage IV	C0677721	NCT00060112	Terminated	Phase 1	Administratively complete.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Gemcitabine	Marginal zone lymphoma stage IV	C1541270	NCT00060112	Terminated	Phase 1	Administratively complete.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Gemcitabine	B-cell small lymphocytic lymphoma stage IV	C0855101	NCT00060112	Terminated	Phase 1	Administratively complete.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Gemcitabine	unspecified adult solid tumor, protocol specific	C0279004	NCT00060112	Terminated	Phase 1	Administratively complete.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Gemcitabine	Mucosa-Associated Lymphoid Tissue Lymphoma	C0242647	NCT00060112	Terminated	Phase 1	Administratively complete.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Gemcitabine	Monocytoid B-cell lymphoma	C0855139	NCT00060112	Terminated	Phase 1	Administratively complete.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Gemcitabine	recurrent adult Burkitt's lymphoma	C0280192	NCT00060112	Terminated	Phase 1	Administratively complete.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Gemcitabine	recurrent adult diffuse large cell lymphoma	C0280188	NCT00060112	Terminated	Phase 1	Administratively complete.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Gemcitabine	recurrent adult diffuse mixed cell lymphoma	C0280187	NCT00060112	Terminated	Phase 1	Administratively complete.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Gemcitabine	recurrent adult diffuse small cleaved cell lymphoma	C0280186	NCT00060112	Terminated	Phase 1	Administratively complete.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Gemcitabine	recurrent adult Hodgkin's lymphoma	C0278530	NCT00060112	Terminated	Phase 1	Administratively complete.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Gemcitabine	recurrent adult immunoblastic large cell lymphoma	C0280190	NCT00060112	Terminated	Phase 1	Administratively complete.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Gemcitabine	recurrent adult lymphoblastic lymphoma	C0280191	NCT00060112	Terminated	Phase 1	Administratively complete.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Gemcitabine	Adult T-cell lymphoma/leukaemia recurrent	C0280427	NCT00060112	Terminated	Phase 1	Administratively complete.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Gemcitabine	Cutaneous T-cell lymphoma recurrent	C0278580	NCT00060112	Terminated	Phase 1	Administratively complete.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Rituximab	Lymphoma, Mixed-Cell, Follicular	C0079758	NCT00060671	Terminated	Phase 3		C5195655	rituximab-pvvr
Arsenic trioxide	Adenocarcinoma Of Esophagus	C0279628	NCT00061958	Terminated	Phase 2	Administratively complete.	C0052416	arsénico trióxido
Arsenic trioxide	Esophageal neoplasm metastatic	C0278562	NCT00061958	Terminated	Phase 2	Administratively complete.	C0052416	arsénico trióxido
Nitric Oxide	Reperfusion Injury	C0035126	NCT00060450	Terminated	Phase 3	Slow Enrollment	C0028128	óxido nítrico
Treprostinil	Critical limb ischemia	C1142264	NCT00060996	Terminated	Phase 3		C1145760	Tréprostinil
Treprostinil	Peripheral Vascular Diseases	C0085096	NCT00060996	Terminated	Phase 3		C1145760	Tréprostinil
Treprostinil	Foot Ulcer	C0085119	NCT00060996	Terminated	Phase 3		C1145760	Tréprostinil
Sulindac	Malignant tumor of colon	C0007102	NCT00062023	Terminated	Phase 2	Study closed by the NCI.	C0038792	Sulindacum
Salicylic acid	Malignant tumor of colon	C0007102	NCT00062023	Terminated	Phase 2	Study closed by the NCI.	C0036079	ácido salicílico
Acetylsalicylic acid	Malignant tumor of colon	C0007102	NCT00062023	Terminated	Phase 2	Study closed by the NCI.	C0004057	Aspirina
Ursodeoxycholic acid	Malignant tumor of colon	C0007102	NCT00062023	Terminated	Phase 2	Study closed by the NCI.	C0042105	Acidum ursodeoxycholicum
Alfuzosin	Benign Prostatic Hyperplasia	C1704272	NCT00064649	Terminated	Phase 3	Inability to recruit required sample size.	C0051150	Alfuzosina
Finasteride	Benign Prostatic Hyperplasia	C1704272	NCT00064649	Terminated	Phase 3	Inability to recruit required sample size.	C0060389	Finasterida
Cisplatin	Adenocarcinoma Of Esophagus	C0279628	NCT00064259	Terminated	Phase 1/Phase 2	Discontinued development of G3139 (oblimersen)	C0008838	cisplatino
Fluorouracil	Adenocarcinoma Of Esophagus	C0279628	NCT00064259	Terminated	Phase 1/Phase 2	Discontinued development of G3139 (oblimersen)	C0016360	Fluorouracilum
Cisplatin	Adenocarcinoma of the gastroesophageal junction	C1332166	NCT00064259	Terminated	Phase 1/Phase 2	Discontinued development of G3139 (oblimersen)	C0008838	cisplatino
Fluorouracil	Adenocarcinoma of the gastroesophageal junction	C1332166	NCT00064259	Terminated	Phase 1/Phase 2	Discontinued development of G3139 (oblimersen)	C0016360	Fluorouracilum
Cisplatin	diffuse adenocarcinoma of the stomach	C0279635	NCT00064259	Terminated	Phase 1/Phase 2	Discontinued development of G3139 (oblimersen)	C0008838	cisplatino
Fluorouracil	diffuse adenocarcinoma of the stomach	C0279635	NCT00064259	Terminated	Phase 1/Phase 2	Discontinued development of G3139 (oblimersen)	C0016360	Fluorouracilum
Cisplatin	intestinal adenocarcinoma of the stomach	C0279633	NCT00064259	Terminated	Phase 1/Phase 2	Discontinued development of G3139 (oblimersen)	C0008838	cisplatino
Fluorouracil	intestinal adenocarcinoma of the stomach	C0279633	NCT00064259	Terminated	Phase 1/Phase 2	Discontinued development of G3139 (oblimersen)	C0016360	Fluorouracilum
Cisplatin	mixed adenocarcinoma of the stomach	C0279638	NCT00064259	Terminated	Phase 1/Phase 2	Discontinued development of G3139 (oblimersen)	C0008838	cisplatino
Fluorouracil	mixed adenocarcinoma of the stomach	C0279638	NCT00064259	Terminated	Phase 1/Phase 2	Discontinued development of G3139 (oblimersen)	C0016360	Fluorouracilum
Cisplatin	Oesophageal carcinoma recurrent	C0854761	NCT00064259	Terminated	Phase 1/Phase 2	Discontinued development of G3139 (oblimersen)	C0008838	cisplatino
Fluorouracil	Oesophageal carcinoma recurrent	C0854761	NCT00064259	Terminated	Phase 1/Phase 2	Discontinued development of G3139 (oblimersen)	C0016360	Fluorouracilum
Cisplatin	recurrent gastric cancer	C0278502	NCT00064259	Terminated	Phase 1/Phase 2	Discontinued development of G3139 (oblimersen)	C0008838	cisplatino
Fluorouracil	recurrent gastric cancer	C0278502	NCT00064259	Terminated	Phase 1/Phase 2	Discontinued development of G3139 (oblimersen)	C0016360	Fluorouracilum
Cisplatin	Squamous cell carcinoma of esophagus	C0279626	NCT00064259	Terminated	Phase 1/Phase 2	Discontinued development of G3139 (oblimersen)	C0008838	cisplatino
Fluorouracil	Squamous cell carcinoma of esophagus	C0279626	NCT00064259	Terminated	Phase 1/Phase 2	Discontinued development of G3139 (oblimersen)	C0016360	Fluorouracilum
Cisplatin	Stage IIIC Gastric Cancer	C2981365	NCT00064259	Terminated	Phase 1/Phase 2	Discontinued development of G3139 (oblimersen)	C0008838	cisplatino
Fluorouracil	Stage IIIC Gastric Cancer	C2981365	NCT00064259	Terminated	Phase 1/Phase 2	Discontinued development of G3139 (oblimersen)	C0016360	Fluorouracilum
Cisplatin	Esophageal neoplasm metastatic	C0278562	NCT00064259	Terminated	Phase 1/Phase 2	Discontinued development of G3139 (oblimersen)	C0008838	cisplatino
Fluorouracil	Esophageal neoplasm metastatic	C0278562	NCT00064259	Terminated	Phase 1/Phase 2	Discontinued development of G3139 (oblimersen)	C0016360	Fluorouracilum
Erlotinib	Malignant neoplasm of lung	C0242379	NCT00063258	Terminated	Phase 2	Low accrual rate	C1135135	[6,7-Bis-(2-methoxy-ethoxy)-quinazolin-4-yl]-(3-ethynyl-phenyl)-amine
Carboplatin	Malignant neoplasm of lung	C0242379	NCT00063258	Terminated	Phase 2	Low accrual rate	C0079083	cis-diammine(1,1-cyclobutanedicarboxylato)platinum(II)
Paclitaxel	Malignant neoplasm of lung	C0242379	NCT00063258	Terminated	Phase 2	Low accrual rate	C0144576	(2aR-(2aalpha,4beta,4abeta,6beta,9alpha(alpha R*,betaS*),11alpha,12alpha,12balpha))-beta-(Benzoylamino)-alpha-hydroxybenzenepropanoic acid 6,12b-bis(acetyloxy)-12-(benzoyloxy)-2a,3,4,4a,5,6,9,10,11,12,12a,12b-dodecahydro-4,11-dihydroxy-4a,8,13,13-tetramethyl-5-oxo-7,11-methano-1H-cyclodeca(3,4)benz(1,2-b)oxet-9-yl ester
Lamotrigine	Bipolar Disorder	C0005586	NCT00063362	Terminated	Phase 3	Funding Expiration	C0064636	3,5-diamino-6-(2,3-dichlorophenyl)-1,2,4-triazine
Prednisolone	Chronic myeloproliferative disorder	C1292778	NCT00066417	Terminated	Phase 2	Trial was withdrawn for drug availability issues.	C0032950	3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene
Methylprednisolone	Chronic myeloproliferative disorder	C1292778	NCT00066417	Terminated	Phase 2	Trial was withdrawn for drug availability issues.	C0025815	6α-methyl-11β,17α,21-triol-1,4-pregnadiene-3,20-dione
Fludarabine	Chronic myeloproliferative disorder	C1292778	NCT00066417	Terminated	Phase 2	Trial was withdrawn for drug availability issues.	C0059985	Fludarabinum
Prednisolone	leukemia	C0023418	NCT00066417	Terminated	Phase 2	Trial was withdrawn for drug availability issues.	C0032950	3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene
Methylprednisolone	leukemia	C0023418	NCT00066417	Terminated	Phase 2	Trial was withdrawn for drug availability issues.	C0025815	6α-methyl-11β,17α,21-triol-1,4-pregnadiene-3,20-dione
Fludarabine	leukemia	C0023418	NCT00066417	Terminated	Phase 2	Trial was withdrawn for drug availability issues.	C0059985	Fludarabinum
Bortezomib	unspecified adult solid tumor, protocol specific	C0279004	NCT00066625	Terminated	Phase 1	Administratively complete.	C1176309	[(1R)-3-methyl-1-({(2S)-3-phenyl-2-[(pyrazin-2-ylcarbonyl)amino]propanoyl}amino)butyl]boronic acid
Oxaliplatin	unspecified adult solid tumor, protocol specific	C0279004	NCT00066625	Terminated	Phase 1	Administratively complete.	C0069717	oxaliplatine
Oxaliplatin	Colorectal Neoplasms	C0009404	NCT00065117	Terminated	Phase 2		C0069717	oxaliplatine
Fluorouracil	Colorectal Neoplasms	C0009404	NCT00065117	Terminated	Phase 2		C0016360	Fluorouracilum
Modafinil	Postpoliomyelitis Syndrome	C0080040	NCT00067496	Terminated	Phase 3		C0066677	2-((diphenylmethyl)sulfinyl)acetamide
Armodafinil	Postpoliomyelitis Syndrome	C0080040	NCT00067496	Terminated	Phase 3		C1701455	Armodafinilo
Treprostinil	Peripheral Vascular Diseases	C0085096	NCT00067041	Terminated	Phase 2/Phase 3		C1145760	Tréprostinil
Oxaliplatin	Recurrent Rectal Cancer	C0278554	NCT00068692	Terminated	Phase 3	Administratively complete.	C0069717	oxaliplatine
Fluorouracil	Recurrent Rectal Cancer	C0278554	NCT00068692	Terminated	Phase 3	Administratively complete.	C0016360	Fluorouracilum
Leucovorin	Recurrent Rectal Cancer	C0278554	NCT00068692	Terminated	Phase 3	Administratively complete.	C0023413	Folinate
Irinotecan	Recurrent Rectal Cancer	C0278554	NCT00068692	Terminated	Phase 3	Administratively complete.	C0123931	(+)-Irinotecan
Levoleucovorin	Recurrent Rectal Cancer	C0278554	NCT00068692	Terminated	Phase 3	Administratively complete.	C2721771	ácido levofolínico
Oxaliplatin	signet ring adenocarcinoma of the rectum	C0279654	NCT00068692	Terminated	Phase 3	Administratively complete.	C0069717	oxaliplatine
Fluorouracil	signet ring adenocarcinoma of the rectum	C0279654	NCT00068692	Terminated	Phase 3	Administratively complete.	C0016360	Fluorouracilum
Leucovorin	signet ring adenocarcinoma of the rectum	C0279654	NCT00068692	Terminated	Phase 3	Administratively complete.	C0023413	Folinate
Irinotecan	signet ring adenocarcinoma of the rectum	C0279654	NCT00068692	Terminated	Phase 3	Administratively complete.	C0123931	(+)-Irinotecan
Levoleucovorin	signet ring adenocarcinoma of the rectum	C0279654	NCT00068692	Terminated	Phase 3	Administratively complete.	C2721771	ácido levofolínico
Oxaliplatin	Stage IIA Rectal Cancer	C3897537	NCT00068692	Terminated	Phase 3	Administratively complete.	C0069717	oxaliplatine
Fluorouracil	Stage IIA Rectal Cancer	C3897537	NCT00068692	Terminated	Phase 3	Administratively complete.	C0016360	Fluorouracilum
Leucovorin	Stage IIA Rectal Cancer	C3897537	NCT00068692	Terminated	Phase 3	Administratively complete.	C0023413	Folinate
Irinotecan	Stage IIA Rectal Cancer	C3897537	NCT00068692	Terminated	Phase 3	Administratively complete.	C0123931	(+)-Irinotecan
Levoleucovorin	Stage IIA Rectal Cancer	C3897537	NCT00068692	Terminated	Phase 3	Administratively complete.	C2721771	ácido levofolínico
Oxaliplatin	Stage IIB Rectal Cancer	C3897536	NCT00068692	Terminated	Phase 3	Administratively complete.	C0069717	oxaliplatine
Fluorouracil	Stage IIB Rectal Cancer	C3897536	NCT00068692	Terminated	Phase 3	Administratively complete.	C0016360	Fluorouracilum
Leucovorin	Stage IIB Rectal Cancer	C3897536	NCT00068692	Terminated	Phase 3	Administratively complete.	C0023413	Folinate
Irinotecan	Stage IIB Rectal Cancer	C3897536	NCT00068692	Terminated	Phase 3	Administratively complete.	C0123931	(+)-Irinotecan
Levoleucovorin	Stage IIB Rectal Cancer	C3897536	NCT00068692	Terminated	Phase 3	Administratively complete.	C2721771	ácido levofolínico
Oxaliplatin	Stage IIC Rectal Cancer	C3897535	NCT00068692	Terminated	Phase 3	Administratively complete.	C0069717	oxaliplatine
Fluorouracil	Stage IIC Rectal Cancer	C3897535	NCT00068692	Terminated	Phase 3	Administratively complete.	C0016360	Fluorouracilum
Leucovorin	Stage IIC Rectal Cancer	C3897535	NCT00068692	Terminated	Phase 3	Administratively complete.	C0023413	Folinate
Irinotecan	Stage IIC Rectal Cancer	C3897535	NCT00068692	Terminated	Phase 3	Administratively complete.	C0123931	(+)-Irinotecan
Levoleucovorin	Stage IIC Rectal Cancer	C3897535	NCT00068692	Terminated	Phase 3	Administratively complete.	C2721771	ácido levofolínico
Oxaliplatin	Stage IIIA Rectal Cancer	C3897531	NCT00068692	Terminated	Phase 3	Administratively complete.	C0069717	oxaliplatine
Fluorouracil	Stage IIIA Rectal Cancer	C3897531	NCT00068692	Terminated	Phase 3	Administratively complete.	C0016360	Fluorouracilum
Leucovorin	Stage IIIA Rectal Cancer	C3897531	NCT00068692	Terminated	Phase 3	Administratively complete.	C0023413	Folinate
Irinotecan	Stage IIIA Rectal Cancer	C3897531	NCT00068692	Terminated	Phase 3	Administratively complete.	C0123931	(+)-Irinotecan
Levoleucovorin	Stage IIIA Rectal Cancer	C3897531	NCT00068692	Terminated	Phase 3	Administratively complete.	C2721771	ácido levofolínico
Oxaliplatin	Stage IIIB Rectal Cancer	C3897528	NCT00068692	Terminated	Phase 3	Administratively complete.	C0069717	oxaliplatine
Fluorouracil	Stage IIIB Rectal Cancer	C3897528	NCT00068692	Terminated	Phase 3	Administratively complete.	C0016360	Fluorouracilum
Leucovorin	Stage IIIB Rectal Cancer	C3897528	NCT00068692	Terminated	Phase 3	Administratively complete.	C0023413	Folinate
Irinotecan	Stage IIIB Rectal Cancer	C3897528	NCT00068692	Terminated	Phase 3	Administratively complete.	C0123931	(+)-Irinotecan
Levoleucovorin	Stage IIIB Rectal Cancer	C3897528	NCT00068692	Terminated	Phase 3	Administratively complete.	C2721771	ácido levofolínico
Oxaliplatin	Stage IIIC Rectal Cancer	C3897525	NCT00068692	Terminated	Phase 3	Administratively complete.	C0069717	oxaliplatine
Fluorouracil	Stage IIIC Rectal Cancer	C3897525	NCT00068692	Terminated	Phase 3	Administratively complete.	C0016360	Fluorouracilum
Leucovorin	Stage IIIC Rectal Cancer	C3897525	NCT00068692	Terminated	Phase 3	Administratively complete.	C0023413	Folinate
Irinotecan	Stage IIIC Rectal Cancer	C3897525	NCT00068692	Terminated	Phase 3	Administratively complete.	C0123931	(+)-Irinotecan
Levoleucovorin	Stage IIIC Rectal Cancer	C3897525	NCT00068692	Terminated	Phase 3	Administratively complete.	C2721771	ácido levofolínico
Oxaliplatin	Stage IVA Rectal Cancer	C3897520	NCT00068692	Terminated	Phase 3	Administratively complete.	C0069717	oxaliplatine
Fluorouracil	Stage IVA Rectal Cancer	C3897520	NCT00068692	Terminated	Phase 3	Administratively complete.	C0016360	Fluorouracilum
Leucovorin	Stage IVA Rectal Cancer	C3897520	NCT00068692	Terminated	Phase 3	Administratively complete.	C0023413	Folinate
Irinotecan	Stage IVA Rectal Cancer	C3897520	NCT00068692	Terminated	Phase 3	Administratively complete.	C0123931	(+)-Irinotecan
Levoleucovorin	Stage IVA Rectal Cancer	C3897520	NCT00068692	Terminated	Phase 3	Administratively complete.	C2721771	ácido levofolínico
Oxaliplatin	Stage IVB Rectal Cancer	C3897513	NCT00068692	Terminated	Phase 3	Administratively complete.	C0069717	oxaliplatine
Fluorouracil	Stage IVB Rectal Cancer	C3897513	NCT00068692	Terminated	Phase 3	Administratively complete.	C0016360	Fluorouracilum
Leucovorin	Stage IVB Rectal Cancer	C3897513	NCT00068692	Terminated	Phase 3	Administratively complete.	C0023413	Folinate
Irinotecan	Stage IVB Rectal Cancer	C3897513	NCT00068692	Terminated	Phase 3	Administratively complete.	C0123931	(+)-Irinotecan
Levoleucovorin	Stage IVB Rectal Cancer	C3897513	NCT00068692	Terminated	Phase 3	Administratively complete.	C2721771	ácido levofolínico
